Frontend,3-2010,30,9,39,76.92307692307693,23.076923076923077
Frontend,4-2010,75,3,78,96.15384615384616,3.8461538461538463
Frontend,1-2011,24,13,37,64.86486486486487,35.13513513513514
Frontend,2-2011,79,4,83,95.18072289156626,4.819277108433735
Frontend,3-2011,77,12,89,86.51685393258427,13.48314606741573
Frontend,4-2011,88,13,101,87.12871287128714,12.871287128712872
Frontend,1-2012,128,11,139,92.08633093525181,7.913669064748201
Frontend,2-2012,44,12,56,78.57142857142857,21.428571428571427
Frontend,3-2012,53,8,61,86.88524590163934,13.114754098360656
Frontend,4-2012,40,0,40,100.0,0.0
