23502,Frontend,3-2010,07-09-2010,20-09-2010,true
23504,Frontend,3-2010,07-09-2010,16-09-2010,true
23506,Frontend,3-2010,07-09-2010,21-09-2010,true
23508,Frontend,3-2010,07-09-2010,08-10-2010,false
23509,Frontend,3-2010,07-09-2010,21-09-2010,true
23524,Frontend,3-2010,07-09-2010,15-09-2010,true
23526,Frontend,3-2010,07-09-2010,22-09-2010,true
23527,Frontend,3-2010,07-09-2010,23-09-2010,true
23556,Frontend,3-2010,07-09-2010,14-10-2010,false
23929,Frontend,3-2010,07-09-2010,02-12-2011,false
23930,Frontend,3-2010,07-09-2010,02-12-2011,false
24001,Frontend,3-2010,07-09-2010,07-09-2010,true
24003,Frontend,3-2010,08-09-2010,08-09-2010,true
24036,Frontend,3-2010,08-09-2010,28-09-2010,true
24149,Frontend,3-2010,09-09-2010,10-09-2010,true
24197,Frontend,3-2010,10-09-2010,13-09-2010,true
24308,Frontend,3-2010,15-09-2010,15-09-2010,true
24312,Frontend,3-2010,15-09-2010,15-09-2010,true
24316,Frontend,3-2010,15-09-2010,17-09-2010,true
24364,Frontend,3-2010,15-09-2010,07-10-2010,false
24379,Frontend,3-2010,16-09-2010,16-09-2010,true
24382,Frontend,3-2010,16-09-2010,23-09-2010,true
24415,Frontend,3-2010,17-09-2010,17-09-2010,true
24460,Frontend,3-2010,20-09-2010,14-10-2010,false
24501,Frontend,3-2010,21-09-2010,21-09-2010,true
24531,Frontend,3-2010,21-09-2010,28-09-2010,true
24540,Frontend,3-2010,21-09-2010,28-09-2010,true
24547,Frontend,3-2010,22-09-2010,28-09-2010,true
24717,Frontend,3-2010,27-09-2010,28-09-2010,true
24735,Frontend,3-2010,27-09-2010,27-09-2010,true
24754,Frontend,3-2010,28-09-2010,29-09-2010,true
24771,Frontend,3-2010,28-09-2010,28-09-2010,true
24792,Frontend,3-2010,28-09-2010,30-09-2010,true
24793,Frontend,3-2010,28-09-2010,30-09-2010,true
24819,Frontend,3-2010,29-09-2010,01-10-2010,false
24821,Frontend,3-2010,29-09-2010,17-01-2011,false
