Frontend,435,517,266,20-09-2010,2010-3, Kanban
Frontend,41,154,55,16-09-2010,2010-3, Kanban
Frontend,94,49,56,21-09-2010,2010-3, Kanban
Frontend,462,374,258,08-10-2010,2010-4, Kanban
Frontend,27,132,117,15-09-2010,2010-3, Kanban
Frontend,121,194,80,22-09-2010,2010-3, Kanban
Frontend,76,515,167,23-09-2010,2010-3, Kanban
Frontend,6,236,24,13-04-2011,2011-2, Kanban
Frontend,53,558,139,14-10-2010,2010-4, Kanban
Frontend,17,69,61,15-10-2010,2010-4, Kanban
Frontend,297,295,199,02-12-2011,2011-4, Kanban
Frontend,0,0,0,07-09-2010,2010-3, Kanban
Frontend,0,48,70,08-09-2010,2010-3, Kanban
Frontend,38,269,213,28-09-2010,2010-3, Kanban
Frontend,3,193,30,07-10-2010,2010-4, Kanban
Frontend,63,310,337,01-10-2010,2010-4, Kanban
Frontend,130,174,54,10-09-2010,2010-3, Kanban
Frontend,23,46,10,13-09-2010,2010-3, Kanban
Frontend,63,291,124,17-09-2010,2010-3, Kanban
Frontend,0,0,5,29-09-2010,2010-3, Kanban
Frontend,12,96,33,24-09-2010,2010-3, Kanban
Frontend,0,0,3,27-09-2010,2010-3, Kanban
Frontend,76,527,167,30-09-2010,2010-3, Kanban
Frontend,0,0,0,17-01-2011,2011-1, Kanban
Frontend,2,53,27,06-10-2010,2010-4, Kanban
Frontend,13,423,63,04-10-2010,2010-4, Kanban
Frontend,39,283,133,18-10-2010,2010-4, Kanban
Frontend,2,42,12,05-10-2010,2010-4, Kanban
Frontend,86,511,81,28-10-2010,2010-4, Kanban
Frontend,0,24,16,12-10-2010,2010-4, Kanban
Frontend,2,51,43,11-10-2010,2010-4, Kanban
Frontend,153,268,120,13-10-2010,2010-4, Kanban
Frontend,3,264,34,19-10-2010,2010-4, Kanban
Frontend,0,6,0,11-11-2010,2010-4, Kanban
Frontend,0,1,2,15-11-2010,2010-4, Kanban
Frontend,4,82,51,21-10-2010,2010-4, Kanban
Frontend,167,161,63,20-10-2010,2010-4, Kanban
Frontend,13,188,15,12-11-2010,2010-4, Kanban
Frontend,47,33,65,30-11-2010,2010-4, Kanban
Frontend,1,8,4,25-10-2010,2010-4, Kanban
Frontend,21,144,91,27-10-2010,2010-4, Kanban
Frontend,42,46,37,01-11-2010,2010-4, Kanban
Frontend,0,9,3,22-10-2010,2010-4, Kanban
Frontend,0,92,34,26-10-2010,2010-4, Kanban
Frontend,0,21,2,08-12-2010,2010-4, Kanban
Frontend,0,0,0,29-10-2010,2010-4, Kanban
Frontend,307,805,984,08-11-2010,2010-4, Kanban
Frontend,22,239,109,04-11-2010,2010-4, Kanban
Frontend,0,30,4,02-11-2010,2010-4, Kanban
Frontend,0,0,0,22-11-2010,2010-4, Kanban
Frontend,0,3,15,03-11-2010,2010-4, Kanban
Frontend,41,709,33,10-11-2010,2010-4, Kanban
Frontend,0,20,5,09-11-2010,2010-4, Kanban
Frontend,0,1,3,23-11-2010,2010-4, Kanban
Frontend,0,3,3,17-11-2010,2010-4, Kanban
Frontend,0,19,7,07-12-2010,2010-4, Kanban
Frontend,101,121,50,19-11-2010,2010-4, Kanban
Frontend,72,1499,619,16-11-2010,2010-4, Kanban
Frontend,0,46,10,06-01-2011,2011-1, Kanban
Frontend,72,14,36,22-12-2010,2010-4, Kanban
Frontend,218,104,160,02-12-2010,2010-4, Kanban
Frontend,721,509,287,16-12-2010,2010-4, Kanban
Frontend,36,30,56,09-12-2010,2010-4, Kanban
Frontend,0,0,0,18-11-2010,2010-4, Kanban
Frontend,49,656,138,06-04-2011,2011-2, Kanban
Frontend,18,50,63,25-11-2010,2010-4, Kanban
Frontend,92,54,8,06-12-2010,2010-4, Kanban
Frontend,82,122,346,24-11-2010,2010-4, Kanban
Frontend,1189,2137,1139,10-01-2011,2011-1, Kanban
Frontend,9,15,8,01-12-2010,2010-4, Kanban
Frontend,0,52,3,03-12-2010,2010-4, Kanban
Frontend,298,226,571,10-12-2010,2010-4, Kanban
Frontend,4,14,3,13-12-2010,2010-4, Kanban
Frontend,0,0,0,14-12-2010,2010-4, Kanban
Frontend,0,258,7,21-12-2010,2010-4, Kanban
Frontend,18,304,69,12-07-2011,2011-3, Kanban
Frontend,34,84,31,31-05-2011,2011-2, Kanban
Frontend,0,0,0,07-07-2011,2011-3, Kanban
Frontend,1,516,21,29-12-2010,2010-4, Kanban
Frontend,11,207,35,17-10-2012,2012-4, Kanban
Frontend,0,33,9,03-01-2011,2011-1, Kanban
Frontend,0,0,0,05-01-2011,2011-1, Kanban
Frontend,0,10,4,04-01-2011,2011-1, Kanban
Frontend,22,43,44,11-01-2011,2011-1, Kanban
Frontend,3,63,28,27-05-2011,2011-2, Kanban
Frontend,0,0,0,12-01-2011,2011-1, Kanban
Frontend,0,0,0,14-01-2011,2011-1, Kanban
Frontend,7,18,21,18-01-2011,2011-1, Kanban
Frontend,0,12,3,21-01-2011,2011-1, Kanban
Frontend,0,18,7,24-01-2011,2011-1, Kanban
Frontend,712,500,373,31-01-2011,2011-1, Kanban
Frontend,0,0,0,03-02-2011,2011-1, Kanban
Frontend,36,5,33,08-02-2011,2011-1, Kanban
Frontend,0,20,49,01-02-2011,2011-1, Kanban
Frontend,43,212,65,14-02-2011,2011-1, Kanban
Frontend,1301,1291,845,15-02-2011,2011-1, Kanban
Frontend,108,191,124,19-04-2011,2011-2, Kanban
Frontend,57,7,4,23-03-2011,2011-1, Kanban
Frontend,0,0,3,05-11-2011,2011-4, Kanban
Frontend,13,51,22,26-05-2011,2011-2, Kanban
Frontend,49,179,24,07-02-2011,2011-1, Kanban
Frontend,754,1269,579,11-02-2011,2011-1, Kanban
Frontend,0,0,4,10-05-2011,2011-2, Kanban
Frontend,12,50,23,09-02-2011,2011-1, Kanban
Frontend,7028,7188,21777,03-03-2011,2011-1, Kanban
Frontend,23,41,17,30-04-2011,2011-2, Kanban
Frontend,5,56,62,21-02-2011,2011-1, Kanban
Frontend,206,270,44,16-02-2011,2011-1, Kanban
Frontend,0,119,15,17-02-2011,2011-1, Kanban
Frontend,202,357,178,28-02-2011,2011-1, Kanban
Frontend,0,40,10,18-02-2011,2011-1, Kanban
Frontend,2,75,29,10-03-2011,2011-1, Kanban
Frontend,30,83,128,22-02-2011,2011-1, Kanban
Frontend,51,128,28,23-02-2011,2011-1, Kanban
Frontend,190,616,226,24-02-2011,2011-1, Kanban
Frontend,449,966,474,07-03-2011,2011-1, Kanban
Frontend,125,163,138,04-03-2011,2011-1, Kanban
Frontend,37,96,38,08-03-2011,2011-1, Kanban
Frontend,12,9,8,09-03-2011,2011-1, Kanban
Frontend,0,0,0,28-03-2011,2011-1, Kanban
Frontend,43,133,62,09-05-2011,2011-2, Kanban
Frontend,16,265,111,18-10-2011,2011-4, Kanban
Frontend,3,35,5,17-08-2011,2011-3, Kanban
Frontend,252,223,145,11-03-2011,2011-1, Kanban
Frontend,197,119,115,17-03-2011,2011-1, Kanban
Frontend,1,28,12,02-05-2011,2011-2, Kanban
Frontend,0,0,0,18-03-2011,2011-1, Kanban
Frontend,2,4,7,20-03-2011,2011-1, Kanban
Frontend,29,125,63,10-03-2012,2012-1, Kanban
Frontend,18,75,30,21-03-2012,2012-1, Kanban
Frontend,1,51,20,27-04-2011,2011-2, Kanban
Frontend,39,54,5,31-03-2011,2011-1, Kanban
Frontend,0,0,0,05-04-2011,2011-2, Kanban
Frontend,7025,7149,21782,08-04-2011,2011-2, Kanban
Frontend,14,9,12,26-04-2011,2011-2, Kanban
Frontend,56,59,62,05-05-2011,2011-2, Kanban
Frontend,119,299,172,04-05-2011,2011-2, Kanban
Frontend,79,110,231,03-05-2011,2011-2, Kanban
Frontend,0,43,3,23-05-2011,2011-2, Kanban
Frontend,284,733,415,14-07-2011,2011-3, Kanban
Frontend,98,935,127,06-06-2011,2011-2, Kanban
Frontend,40,113,81,10-06-2011,2011-2, Kanban
Frontend,64,807,310,01-06-2011,2011-2, Kanban
Frontend,76,154,71,13-05-2011,2011-2, Kanban
Frontend,23,26,21,16-05-2011,2011-2, Kanban
Frontend,163,163,108,19-05-2011,2011-2, Kanban
Frontend,0,0,1,07-06-2011,2011-2, Kanban
Frontend,0,7,10,20-05-2011,2011-2, Kanban
Frontend,5,33,24,25-05-2011,2011-2, Kanban
Frontend,149,980,172,15-06-2011,2011-2, Kanban
Frontend,43,53,15,24-05-2011,2011-2, Kanban
Frontend,2,65,6,27-11-2012,2012-4, Kanban
Frontend,11,50,14,30-05-2011,2011-2, Kanban
Frontend,43,239,104,16-06-2011,2011-2, Kanban
Frontend,32,175,54,08-06-2011,2011-2, Kanban
Frontend,0,0,0,06-07-2011,2011-3, Kanban
Frontend,10,110,55,09-06-2011,2011-2, Kanban
Frontend,0,0,0,14-06-2011,2011-2, Kanban
Frontend,1,24,6,11-06-2011,2011-2, Kanban
Frontend,0,45,7,13-06-2011,2011-2, Kanban
Frontend,0,202,19,29-07-2011,2011-3, Kanban
Frontend,1,37,30,27-07-2011,2011-3, Kanban
Frontend,29,89,70,20-06-2011,2011-2, Kanban
Frontend,41,209,59,30-06-2011,2011-2, Kanban
Frontend,24,53,51,17-06-2011,2011-2, Kanban
Frontend,59,68,71,22-06-2011,2011-2, Kanban
Frontend,1274,387,299,23-06-2011,2011-2, Kanban
Frontend,98,1304,264,27-06-2011,2011-2, Kanban
Frontend,0,78,0,24-06-2011,2011-2, Kanban
Frontend,650,659,337,01-07-2011,2011-3, Kanban
Frontend,327,1466,5423,28-06-2011,2011-2, Kanban
Frontend,44,24,10,29-06-2011,2011-2, Kanban
Frontend,112,713,5222,22-07-2011,2011-3, Kanban
Frontend,1910,3108,2495,12-09-2011,2011-3, Kanban
Frontend,27,200,180,16-08-2011,2011-3, Kanban
Frontend,0,0,0,25-07-2011,2011-3, Kanban
Frontend,7,9,17,13-07-2011,2011-3, Kanban
Frontend,0,0,0,21-07-2011,2011-3, Kanban
Frontend,0,0,0,12-08-2011,2011-3, Kanban
Frontend,143,488,164,01-08-2011,2011-3, Kanban
Frontend,0,0,0,02-08-2011,2011-3, Kanban
Frontend,3,44,43,09-08-2011,2011-3, Kanban
Frontend,14,89,198,08-08-2011,2011-3, Kanban
Frontend,107,419,61,20-07-2011,2011-3, Kanban
Frontend,0,0,0,15-07-2011,2011-3, Kanban
Frontend,4,861,52,02-09-2011,2011-3, Kanban
Frontend,40,86,23,18-07-2011,2011-3, Kanban
Frontend,98,186,92,28-07-2011,2011-3, Kanban
Frontend,18,101,45,26-07-2011,2011-3, Kanban
Frontend,0,21,5,05-08-2011,2011-3, Kanban
Frontend,79,699,222,04-08-2011,2011-3, Kanban
Frontend,204,1414,3831,20-09-2011,2011-3, Kanban
Frontend,0,0,0,23-08-2011,2011-3, Kanban
Frontend,15,172,76,05-09-2011,2011-3, Kanban
Frontend,18,403,30,09-09-2011,2011-3, Kanban
Frontend,418,1622,1264,23-01-2012,2012-1, Kanban
Frontend,32,137,37,08-09-2011,2011-3, Kanban
Frontend,5,41,25,26-08-2011,2011-3, Kanban
Frontend,0,46,11,07-10-2011,2011-4, Kanban
Frontend,0,0,2,29-08-2011,2011-3, Kanban
Frontend,88,359,106,15-09-2011,2011-3, Kanban
Frontend,280,472,152,06-09-2011,2011-3, Kanban
Frontend,2,20,20,30-08-2011,2011-3, Kanban
Frontend,0,23,2,31-08-2011,2011-3, Kanban
Frontend,9,369,127,11-10-2011,2011-4, Kanban
Frontend,155,389,185,07-09-2011,2011-3, Kanban
Frontend,12,40,24,21-09-2011,2011-3, Kanban
Frontend,40,136,53,13-09-2011,2011-3, Kanban
Frontend,29,58,15,14-09-2011,2011-3, Kanban
Frontend,9,104,26,30-09-2011,2011-3, Kanban
Frontend,0,7,5,19-09-2011,2011-3, Kanban
Frontend,0,27,19,04-10-2011,2011-4, Kanban
Frontend,52,134,35,16-09-2011,2011-3, Kanban
Frontend,0,1,2,12-10-2011,2011-4, Kanban
Frontend,201,782,287,22-09-2011,2011-3, Kanban
Frontend,0,1,7,23-09-2011,2011-3, Kanban
Frontend,25,78,53,26-09-2011,2011-3, Kanban
Frontend,10,74,55,28-09-2011,2011-3, Kanban
Frontend,31,94,57,27-09-2011,2011-3, Kanban
Frontend,0,20,6,03-10-2011,2011-4, Kanban
Frontend,0,45,5,05-10-2011,2011-4, Kanban
