44100,Frontend,0,1,2011-2,10-05-2011, Feature
47804,Frontend,0,1,2011-4,05-11-2011, Bug
48685,Frontend,0,1,2013-1,14-02-2013, Bug
49611,Frontend,0,1,2011-1,09-03-2011, Feature
56986,Frontend,0,1,2011-2,10-05-2011, Bug
57223,Frontend,0,1,2011-2,04-05-2011, Feature
57230,Frontend,0,1,2011-2,23-05-2011, Feature
57694,Frontend,0,1,2011-2,25-05-2011, Bug
57711,Frontend,0,1,2011-2,15-06-2011, Bug
57913,Frontend,0,1,2011-2,30-05-2011, Bug
58308,Frontend,0,1,2011-2,14-06-2011, Bug
58450,Frontend,0,1,2011-2,16-06-2011, Bug
58454,Frontend,0,1,2011-2,20-06-2011, Bug
25500,Frontend,0,2,2010-4,27-10-2010, Bug
28296,Frontend,0,2,2010-4,08-11-2010, Bug
35200,Frontend,0,2,2011-3,12-07-2011, Bug
35323,Frontend,0,2,2011-3,07-07-2011, Bug
37213,Frontend,0,2,2011-1,05-01-2011, Bug
38376,Frontend,0,2,2011-1,10-01-2011, Bug
44591,Frontend,0,2,2011-3,07-07-2011, Bug
50615,Frontend,0,2,2011-1,17-03-2011, Feature
57162,Frontend,0,2,2011-2,05-05-2011, Feature
58453,Frontend,0,2,2011-3,27-07-2011, Bug
24717,Frontend,0,3,2010-3,28-09-2010, Bug
24917,Frontend,0,3,2010-4,04-10-2010, Feature
24949,Frontend,0,3,2010-4,04-10-2010, Feature
24950,Frontend,0,3,2010-4,05-10-2010, Feature
25430,Frontend,0,3,2010-4,15-11-2010, Bug
28526,Frontend,0,3,2010-4,09-11-2010, Bug
28527,Frontend,0,3,2010-4,09-11-2010, Bug
29286,Frontend,0,3,2010-4,12-11-2010, Feature
38857,Frontend,0,3,2011-1,12-01-2011, Feature
50616,Frontend,0,3,2011-1,28-03-2011, Bug
58219,Frontend,0,3,2011-3,06-07-2011, Feature
29319,Frontend,0,4,2010-4,19-11-2010, Bug
44867,Frontend,0,4,2011-1,14-02-2011, Feature
45820,Frontend,0,4,2011-1,28-02-2011, Feature
53952,Frontend,0,4,2011-2,27-04-2011, Bug
24602,Frontend,0,5,2010-3,23-09-2010, Feature
24938,Frontend,0,5,2010-4,01-10-2010, Bug
27334,Frontend,0,5,2010-4,04-11-2010, Bug
30358,Frontend,0,5,2010-4,18-11-2010, Bug
57278,Frontend,0,6,2011-2,10-06-2011, Feature
58451,Frontend,0,6,2011-3,29-07-2011, Bug
41931,Frontend,0,7,2011-1,08-02-2011, Feature
57976,Frontend,0,7,2011-2,08-06-2011, Feature
48474,Frontend,0,8,2011-1,07-03-2011, Bug
57535,Frontend,0,9,2011-2,16-05-2011, Bug
24771,Frontend,0,10,2010-3,28-09-2010, Bug
24821,Frontend,0,10,2011-1,17-01-2011, Bug
39763,Frontend,0,10,2011-1,17-01-2011, Bug
49150,Frontend,0,10,2011-1,28-03-2011, Feature
51487,Frontend,0,10,2011-1,18-03-2011, Bug
57912,Frontend,0,10,2011-2,30-05-2011, Bug
57921,Frontend,0,10,2011-2,30-05-2011, Bug
57365,Frontend,0,11,2011-2,13-05-2011, Bug
24793,Frontend,0,12,2010-3,30-09-2010, Bug
41929,Frontend,0,12,2011-1,03-02-2011, Feature
42425,Frontend,0,14,2011-1,01-02-2011, Feature
57879,Frontend,0,14,2011-2,26-05-2011, Bug
57896,Frontend,0,14,2011-2,26-05-2011, Bug
25505,Frontend,0,15,2010-4,21-10-2010, Feature
30315,Frontend,0,15,2010-4,22-12-2010, Feature
57382,Frontend,0,17,2011-2,10-05-2011, Bug
57282,Frontend,0,24,2011-2,23-05-2011, Bug
55236,Frontend,0,26,2011-2,05-04-2011, Bug
57228,Frontend,0,27,2011-2,05-05-2011, Feature
30310,Frontend,0,28,2011-1,06-01-2011, Feature
39235,Frontend,0,31,2011-1,14-01-2011, Feature
48683,Frontend,0,37,2011-2,10-05-2011, Bug
57164,Frontend,1,2,2011-2,02-05-2011, Feature
24308,Frontend,1,5,2010-3,15-09-2010, Bug
57641,Frontend,1,11,2011-2,07-06-2011, Bug
25600,Frontend,2,2,2010-4,25-10-2010, Feature
26296,Frontend,2,2,2010-4,28-10-2010, Bug
57384,Frontend,2,4,2011-2,06-06-2011, Bug
58349,Frontend,2,15,2011-2,09-06-2011, Bug
51804,Frontend,2,18,2011-1,20-03-2011, Bug
24735,Frontend,3,4,2010-3,27-09-2010, Bug
24547,Frontend,3,7,2010-3,28-09-2010, Bug
25362,Frontend,3,8,2010-4,15-11-2010, Bug
33561,Frontend,3,13,2010-4,09-12-2010, Bug
49613,Frontend,3,39,2011-1,23-03-2011, Feature
31037,Frontend,4,2,2010-4,23-11-2010, Bug
23527,Frontend,4,6,2010-3,23-09-2010, Bug
57897,Frontend,4,10,2011-2,30-05-2011, Bug
57161,Frontend,4,17,2011-2,10-05-2011, Feature
24859,Frontend,5,7,2010-3,29-09-2010, Bug
57159,Frontend,5,9,2011-2,02-05-2011, Feature
58466,Frontend,6,1,2011-2,20-06-2011, Bug
57658,Frontend,6,2,2011-2,06-06-2011, Bug
42798,Frontend,6,5,2011-2,26-05-2011, Feature
25360,Frontend,6,6,2010-4,11-11-2010, Bug
29009,Frontend,6,6,2010-4,17-11-2010, Bug
25339,Frontend,6,8,2010-4,19-10-2010, Bug
25470,Frontend,6,12,2010-4,12-11-2010, Feature
37257,Frontend,7,4,2011-1,04-01-2011, Bug
37258,Frontend,7,4,2011-1,04-01-2011, Bug
27393,Frontend,7,5,2010-4,04-11-2010, Bug
26090,Frontend,7,7,2010-4,27-10-2010, Bug
57846,Frontend,8,1,2011-2,24-05-2011, Feature
57597,Frontend,8,5,2011-2,19-05-2011, Feature
23502,Frontend,9,1,2010-3,20-09-2010, Bug
58309,Frontend,9,1,2011-2,16-06-2011, Bug
23506,Frontend,9,8,2010-3,21-09-2010, Bug
28621,Frontend,9,8,2010-4,09-11-2010, Bug
58485,Frontend,10,1,2011-2,15-06-2011, Bug
53472,Frontend,10,7,2013-1,15-02-2013, Bug
24036,Frontend,11,1,2010-3,28-09-2010, Bug
32366,Frontend,11,2,2010-4,01-12-2010, Feature
25543,Frontend,11,5,2010-4,25-10-2010, Bug
32535,Frontend,11,7,2010-4,02-12-2010, Feature
33267,Frontend,12,1,2010-4,09-12-2010, Bug
29374,Frontend,12,5,2010-4,19-11-2010, Bug
23526,Frontend,12,16,2010-3,22-09-2010, Bug
25560,Frontend,12,17,2010-4,22-10-2010, Bug
31607,Frontend,13,1,2010-4,30-11-2010, Feature
24913,Frontend,13,4,2010-4,01-10-2010, Feature
50858,Frontend,13,10,2011-2,02-05-2011, Feature
57765,Frontend,14,2,2011-2,24-05-2011, Bug
23508,Frontend,14,12,2010-4,08-10-2010, Bug
49461,Frontend,14,12,2011-1,09-03-2011, Feature
32148,Frontend,15,1,2010-4,30-11-2010, Bug
40618,Frontend,15,4,2011-1,21-01-2011, Feature
28564,Frontend,16,1,2010-4,09-11-2010, Bug
23565,Frontend,16,6,2010-4,14-10-2010, Feature
24134,Frontend,16,6,2010-4,01-10-2010, Feature
24895,Frontend,16,7,2010-3,30-09-2010, Feature
57764,Frontend,17,2,2011-2,24-05-2011, Bug
57647,Frontend,17,10,2011-2,20-05-2011, Bug
27165,Frontend,18,9,2010-4,03-11-2010, Bug
57907,Frontend,19,1,2011-2,27-05-2011, Bug
57892,Frontend,19,6,2011-2,26-05-2011, Feature
32298,Frontend,21,2,2010-4,01-12-2010, Bug
33739,Frontend,21,23,2010-4,13-12-2010, Bug
56975,Frontend,22,9,2011-2,02-05-2011, Feature
25902,Frontend,23,28,2010-4,08-12-2010, Bug
27187,Frontend,24,23,2010-4,04-11-2010, Feature
31889,Frontend,24,25,2010-4,07-12-2010, Bug
25057,Frontend,25,2,2010-4,06-10-2010, Bug
41192,Frontend,25,2,2011-1,24-01-2011, Bug
37862,Frontend,25,10,2011-2,27-05-2011, Feature
57650,Frontend,26,2,2011-2,25-05-2011, Bug
27044,Frontend,27,1,2010-4,01-11-2010, Bug
57156,Frontend,28,5,2011-2,05-05-2011, Feature
27335,Frontend,28,6,2010-4,04-11-2010, Bug
57906,Frontend,29,14,2011-2,26-05-2011, Bug
41927,Frontend,30,15,2011-1,31-01-2011, Feature
58311,Frontend,31,3,2011-2,11-06-2011, Bug
25363,Frontend,31,13,2010-4,21-10-2010, Bug
48691,Frontend,31,16,2011-1,08-03-2011, Bug
57762,Frontend,32,14,2011-2,26-05-2011, Bug
39295,Frontend,32,15,2011-1,18-01-2011, Bug
33595,Frontend,32,26,2010-4,09-12-2010, Feature
24415,Frontend,33,3,2010-3,17-09-2010, Bug
26190,Frontend,33,8,2010-4,27-10-2010, Feature
26659,Frontend,34,3,2010-4,02-11-2010, Bug
57887,Frontend,34,9,2011-2,01-06-2011, Bug
57497,Frontend,34,14,2011-2,13-05-2011, Bug
57010,Frontend,35,5,2011-2,26-04-2011, Bug
57652,Frontend,36,16,2011-2,25-05-2011, Bug
24915,Frontend,38,12,2010-4,14-10-2010, Feature
26969,Frontend,40,1,2010-4,01-11-2010, Feature
25168,Frontend,40,7,2010-4,12-10-2010, Bug
38452,Frontend,41,1,2011-1,10-01-2011, Bug
37069,Frontend,42,8,2011-1,03-01-2011, Bug
49404,Frontend,43,8,2011-3,17-08-2011, Feature
24460,Frontend,43,12,2010-4,14-10-2010, Bug
31239,Frontend,45,30,2010-4,06-12-2010, Bug
57651,Frontend,46,3,2011-2,23-05-2011, Bug
24501,Frontend,46,8,2010-3,21-09-2010, Bug
45813,Frontend,50,8,2011-1,18-02-2011, Feature
57949,Frontend,50,11,2011-2,27-05-2011, Feature
24379,Frontend,51,4,2010-3,16-09-2010, Bug
58304,Frontend,51,5,2011-2,10-06-2011, Bug
57633,Frontend,52,2,2011-2,06-06-2011, Bug
58395,Frontend,52,7,2011-2,13-06-2011, Bug
25484,Frontend,54,4,2010-4,30-11-2010, Bug
32627,Frontend,55,3,2010-4,03-12-2010, Feature
37219,Frontend,56,1,2011-1,06-01-2011, Bug
24883,Frontend,56,21,2010-4,05-10-2010, Feature
38375,Frontend,57,2,2011-1,10-01-2011, Feature
24848,Frontend,57,6,2010-4,06-10-2010, Feature
25558,Frontend,58,1,2010-4,01-11-2010, Bug
38378,Frontend,59,14,2011-1,10-01-2011, Feature
24084,Frontend,59,22,2010-4,07-10-2010, Feature
46346,Frontend,60,1,2011-1,22-02-2011, Feature
32109,Frontend,63,1,2010-4,30-11-2010, Feature
44927,Frontend,64,11,2011-1,15-02-2011, Feature
42614,Frontend,65,2,2011-1,23-03-2011, Bug
41952,Frontend,69,6,2011-1,01-02-2011, Feature
58210,Frontend,69,29,2011-2,10-06-2011, Feature
57534,Frontend,70,7,2011-2,16-05-2011, Bug
24922,Frontend,71,5,2010-4,07-10-2010, Feature
57974,Frontend,71,17,2011-2,30-05-2011, Feature
57018,Frontend,72,13,2011-2,27-04-2011, Feature
